1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
3857, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
3858, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
3859, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3860, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3861, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
3862, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3863, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
3864, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:zombie_fisherman, 40, 1, 1
3865, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
3866, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
3867, none, tectonic:coral_river, MONSTER, quark:stoneling, 80, 1, 1
3868, none, tectonic:coral_river, MONSTER, quark:toretoise, 80, 2, 4
3869, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3870, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
3871, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
3872, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
3873, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3874, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
3875, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
3876, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
3877, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
3878, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
3879, none, tectonic:coral_river, MONSTER, alexsmobs:farseer, 30, 1, 1
3880, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:zombie_bruiser, 12, 1, 1
3881, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
3882, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3883, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
3884, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
3885, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
3886, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
3887, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
3888, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
3889, none, tectonic:coral_river, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
3890, none, tectonic:coral_river, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
3891, none, tectonic:coral_river, AMBIENT, alexsmobs:fly, 10, 2, 3
3892, none, tectonic:coral_river, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
3893, none, tectonic:coral_river, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
3894, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
3895, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
3896, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3897, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3898, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
3899, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3900, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
3901, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:zombie_fisherman, 40, 1, 1
3902, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
3903, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
3904, none, tectonic:desert_dunes, MONSTER, quark:stoneling, 80, 1, 1
3905, none, tectonic:desert_dunes, MONSTER, quark:toretoise, 80, 2, 4
3906, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3907, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
3908, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
3909, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
3910, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3911, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
3912, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
3913, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
3914, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
3915, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
3916, none, tectonic:desert_dunes, MONSTER, alexsmobs:farseer, 30, 1, 1
3917, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:zombie_bruiser, 12, 1, 1
3918, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
3919, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3920, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
3921, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
3922, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
3923, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
3924, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
3925, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
3926, none, tectonic:desert_dunes, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
3927, none, tectonic:desert_dunes, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
3928, none, tectonic:desert_dunes, AMBIENT, alexsmobs:fly, 10, 2, 3
3929, none, tectonic:desert_dunes, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
3930, none, tectonic:desert_dunes, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
3931, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
3932, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
3933, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3934, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3935, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
3936, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3937, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
3938, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:zombie_fisherman, 40, 1, 1
3939, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
3940, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
3941, none, tectonic:dripstone_river, MONSTER, quark:stoneling, 80, 1, 1
3942, none, tectonic:dripstone_river, MONSTER, quark:toretoise, 80, 2, 4
3943, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3944, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
3945, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
3946, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
3947, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3948, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
3949, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
3950, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
3951, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
3952, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
3953, none, tectonic:dripstone_river, MONSTER, alexsmobs:farseer, 30, 1, 1
3954, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:zombie_bruiser, 12, 1, 1
3955, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
3956, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3957, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
3958, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
3959, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
3960, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
3961, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
3962, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
3963, none, tectonic:dripstone_river, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
3964, none, tectonic:dripstone_river, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
3965, none, tectonic:dripstone_river, AMBIENT, alexsmobs:fly, 10, 2, 3
3966, none, tectonic:dripstone_river, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
3967, none, tectonic:dripstone_river, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
3968, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
3969, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
3970, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3971, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3972, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
3973, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3974, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
3975, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 40, 1, 1
3976, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
3977, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
3978, none, tectonic:evergreen_forest, MONSTER, quark:stoneling, 80, 1, 1
3979, none, tectonic:evergreen_forest, MONSTER, quark:toretoise, 80, 2, 4
3980, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3981, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
3982, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
3983, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
3984, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3985, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
3986, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
3987, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
3988, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
3989, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
3990, none, tectonic:evergreen_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
3991, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 12, 1, 1
3992, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
3993, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3994, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
3995, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
3996, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
3997, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
3998, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
3999, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
4000, none, tectonic:evergreen_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
4001, none, tectonic:evergreen_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
4002, none, tectonic:evergreen_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
4003, none, tectonic:evergreen_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
4004, none, tectonic:evergreen_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
4005, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
4006, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
4007, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4008, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4009, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
4010, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4011, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
4012, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:zombie_fisherman, 40, 1, 1
4013, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
4014, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4015, none, tectonic:grasslands, MONSTER, quark:stoneling, 80, 1, 1
4016, none, tectonic:grasslands, MONSTER, quark:toretoise, 80, 2, 4
4017, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4018, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4019, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
4020, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
4021, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4022, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
4023, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
4024, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
4025, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4026, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4027, none, tectonic:grasslands, MONSTER, alexsmobs:farseer, 30, 1, 1
4028, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:zombie_bruiser, 12, 1, 1
4029, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
4030, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4031, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4032, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4033, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
4034, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
4035, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4036, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
4037, none, tectonic:grasslands, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
4038, none, tectonic:grasslands, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
4039, none, tectonic:grasslands, AMBIENT, alexsmobs:fly, 10, 2, 3
4040, none, tectonic:grasslands, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
4041, none, tectonic:grasslands, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
4042, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
4043, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
4044, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4045, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4046, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
4047, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4048, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
4049, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:zombie_fisherman, 40, 1, 1
4050, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
4051, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4052, none, tectonic:icy_cliffs, MONSTER, quark:stoneling, 80, 1, 1
4053, none, tectonic:icy_cliffs, MONSTER, quark:toretoise, 80, 2, 4
4054, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4055, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4056, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
4057, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
4058, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4059, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
4060, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
4061, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
4062, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4063, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4064, none, tectonic:icy_cliffs, MONSTER, alexsmobs:farseer, 30, 1, 1
4065, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:zombie_bruiser, 12, 1, 1
4066, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
4067, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4068, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4069, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4070, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
4071, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
4072, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4073, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
4074, none, tectonic:icy_cliffs, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
4075, none, tectonic:icy_cliffs, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
4076, none, tectonic:icy_cliffs, AMBIENT, alexsmobs:fly, 10, 2, 3
4077, none, tectonic:icy_cliffs, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
4078, none, tectonic:icy_cliffs, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
4079, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
4080, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
4081, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4082, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4083, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
4084, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4085, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
4086, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:zombie_fisherman, 40, 1, 1
4087, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
4088, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4089, none, tectonic:icy_river, MONSTER, quark:stoneling, 80, 1, 1
4090, none, tectonic:icy_river, MONSTER, quark:toretoise, 80, 2, 4
4091, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4092, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4093, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
4094, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
4095, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4096, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
4097, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
4098, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
4099, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4100, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4101, none, tectonic:icy_river, MONSTER, alexsmobs:farseer, 30, 1, 1
4102, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:zombie_bruiser, 12, 1, 1
4103, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
4104, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4105, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4106, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4107, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
4108, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
4109, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4110, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
4111, none, tectonic:icy_river, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
4112, none, tectonic:icy_river, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
4113, none, tectonic:icy_river, AMBIENT, alexsmobs:fly, 10, 2, 3
4114, none, tectonic:icy_river, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
4115, none, tectonic:icy_river, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
4116, none, tectonic:island, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
4117, none, tectonic:island, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
4118, none, tectonic:island, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4119, none, tectonic:island, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4120, none, tectonic:island, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
4121, none, tectonic:island, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4122, none, tectonic:island, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
4123, none, tectonic:island, MONSTER, born_in_chaos_v1:zombie_fisherman, 40, 1, 1
4124, none, tectonic:island, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
4125, none, tectonic:island, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4126, none, tectonic:island, MONSTER, quark:stoneling, 80, 1, 1
4127, none, tectonic:island, MONSTER, quark:toretoise, 80, 2, 4
4128, none, tectonic:island, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4129, none, tectonic:island, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4130, none, tectonic:island, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
4131, none, tectonic:island, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
4132, none, tectonic:island, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4133, none, tectonic:island, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
4134, none, tectonic:island, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
4135, none, tectonic:island, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
4136, none, tectonic:island, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4137, none, tectonic:island, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4138, none, tectonic:island, MONSTER, alexsmobs:farseer, 30, 1, 1
